no,name,class,gender,rarity,pitch,pace,signature,description
609,Crypt Ballad,Gothic & Dark,Masculine,5,Low,Drift,yes,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. A temper banked like coals — not out, never out."
610,Crypt Ballad · Husk Lounge,Gothic & Dark,Masculine,3,Low,Lounge,no,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a husky, intimate register, carried on a languid, lounging drawl. Lets silences stretch one beat too long before answering. Kindness delivered like a favor you cannot refuse."
611,Crypt Ballad · Husk Pulse,Gothic & Dark,Masculine,4,Low,Pulse,no,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Repeats the final word of a sentence softer, like an echo. Wonder leaks through every other line."
612,Crypt Ballad · Velvet Drift,Gothic & Dark,Masculine,4,Low,Drift,no,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Sighs theatrically before every complaint. Something far away listens through the voice."
613,Crypt Ballad · Velvet Lounge,Gothic & Dark,Masculine,4,Low,Lounge,no,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a smoky, velvet-low register, carried on a languid, lounging drawl. Lets silences stretch one beat too long before answering. Underneath the noise, there is warmth that sneaks up on you."
614,Crypt Ballad · Velvet Pulse,Gothic & Dark,Masculine,3,Low,Pulse,no,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a smoky, velvet-low register, carried on a hypnotic, metronome-steady pulse. Repeats the final word of a sentence softer, like an echo. A quiet current of menace runs beneath the polish."
615,Crypt Ballad · Wisp Drift,Gothic & Dark,Masculine,4,Soft,Drift,no,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a light, breathy register, carried on an unhurried, glacially calm glide. Sighs theatrically before every complaint. Zero malice — just pure, uncomplicated joy."
616,Crypt Ballad · Wisp Lounge,Gothic & Dark,Masculine,4,Soft,Lounge,no,"Adult man. A mournful baritone eulogizing beauty in general and this evening specifically. The voice is a light, breathy register, carried on a languid, lounging drawl. Lets silences stretch one beat too long before answering. Old grief pressed flat beneath the calm."
617,Mourning Lace,Gothic & Dark,Feminine,5,Low,Drift,yes,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Kindness delivered like a favor you cannot refuse."
618,Mourning Lace · Velvet Lounge,Gothic & Dark,Feminine,4,Low,Lounge,no,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a smoky, velvet-low register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. Wonder leaks through every other line."
619,Mourning Lace · Velvet Pulse,Gothic & Dark,Feminine,4,Low,Pulse,no,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a smoky, velvet-low register, carried on a hypnotic, metronome-steady pulse. Lets silences stretch one beat too long before answering. Something far away listens through the voice."
620,Mourning Lace · Wisp Drift,Gothic & Dark,Feminine,4,Soft,Drift,no,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a light, breathy register, carried on an unhurried, glacially calm glide. Repeats the final word of a sentence softer, like an echo. Underneath the noise, there is warmth that sneaks up on you."
621,Mourning Lace · Wisp Lounge,Gothic & Dark,Feminine,3,Soft,Lounge,no,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a light, breathy register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. A quiet current of menace runs beneath the polish."
622,Mourning Lace · Wisp Pulse,Gothic & Dark,Feminine,4,Soft,Pulse,no,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a light, breathy register, carried on a hypnotic, metronome-steady pulse. Lets silences stretch one beat too long before answering. Zero malice — just pure, uncomplicated joy."
623,Mourning Lace · Husk Drift,Gothic & Dark,Feminine,4,Low,Drift,no,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a husky, intimate register, carried on an unhurried, glacially calm glide. Repeats the final word of a sentence softer, like an echo. Old grief pressed flat beneath the calm."
624,Mourning Lace · Husk Lounge,Gothic & Dark,Feminine,3,Low,Lounge,no,"Young woman. A Victorian ghost-hostess presiding over tea with the departed. The voice is a husky, intimate register, carried on a languid, lounging drawl. Sighs theatrically before every complaint. Curiosity always wins over caution."
625,Ash Vespers,Gothic & Dark,Feminine,5,Low,Drift,yes,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Wonder leaks through every other line."
626,Ash Vespers · Wisp Lounge,Gothic & Dark,Feminine,4,Soft,Lounge,no,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a light, breathy register, carried on a languid, lounging drawl. Repeats the final word of a sentence softer, like an echo. Something far away listens through the voice."
627,Ash Vespers · Wisp Pulse,Gothic & Dark,Feminine,4,Soft,Pulse,no,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a light, breathy register, carried on a hypnotic, metronome-steady pulse. Sighs theatrically before every complaint. Underneath the noise, there is warmth that sneaks up on you."
628,Ash Vespers · Husk Drift,Gothic & Dark,Feminine,3,Low,Drift,no,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a husky, intimate register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. A quiet current of menace runs beneath the polish."
629,Ash Vespers · Husk Lounge,Gothic & Dark,Feminine,4,Low,Lounge,no,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a husky, intimate register, carried on a languid, lounging drawl. Repeats the final word of a sentence softer, like an echo. Zero malice — just pure, uncomplicated joy."
630,Ash Vespers · Husk Pulse,Gothic & Dark,Feminine,4,Low,Pulse,no,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Sighs theatrically before every complaint. Old grief pressed flat beneath the calm."
631,Ash Vespers · Velvet Drift,Gothic & Dark,Feminine,3,Low,Drift,no,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Curiosity always wins over caution."
632,Ash Vespers · Velvet Lounge,Gothic & Dark,Feminine,4,Low,Lounge,no,"Adult woman. A solemn sister of a forgotten order, reading evening prayers like lullabies. The voice is a smoky, velvet-low register, carried on a languid, lounging drawl. Repeats the final word of a sentence softer, like an echo. The patience of someone who has waited centuries."
633,Phantom Aria,Gothic & Dark,Androgynous,5,Low,Drift,yes,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Something far away listens through the voice."
634,Phantom Aria · Husk Lounge,Gothic & Dark,Androgynous,4,Low,Lounge,no,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a husky, intimate register, carried on a languid, lounging drawl. Lets silences stretch one beat too long before answering. Underneath the noise, there is warmth that sneaks up on you."
635,Phantom Aria · Husk Pulse,Gothic & Dark,Androgynous,3,Low,Pulse,no,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Repeats the final word of a sentence softer, like an echo. A quiet current of menace runs beneath the polish."
636,Phantom Aria · Velvet Drift,Gothic & Dark,Androgynous,4,Low,Drift,no,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Sighs theatrically before every complaint. Zero malice — just pure, uncomplicated joy."
637,Phantom Aria · Velvet Lounge,Gothic & Dark,Androgynous,4,Low,Lounge,no,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a smoky, velvet-low register, carried on a languid, lounging drawl. Lets silences stretch one beat too long before answering. Old grief pressed flat beneath the calm."
638,Phantom Aria · Velvet Pulse,Gothic & Dark,Androgynous,3,Low,Pulse,no,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a smoky, velvet-low register, carried on a hypnotic, metronome-steady pulse. Repeats the final word of a sentence softer, like an echo. Curiosity always wins over caution."
639,Phantom Aria · Wisp Drift,Gothic & Dark,Androgynous,4,Soft,Drift,no,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a light, breathy register, carried on an unhurried, glacially calm glide. Sighs theatrically before every complaint. The patience of someone who has waited centuries."
640,Phantom Aria · Wisp Lounge,Gothic & Dark,Androgynous,4,Soft,Lounge,no,"Ageless presence. A haunting presence that sings the ends of other people's sentences. The voice is a light, breathy register, carried on a languid, lounging drawl. Lets silences stretch one beat too long before answering. A temper banked like coals — not out, never out."
